,AP MusicTheory interest (scaled),MusicTheory interest (scaled)
62,0.3333333333333333,0.4594594594594595
63,0.3333333333333333,0.4189189189189189
64,1.0,0.445945945945946
65,0.3333333333333333,0.3108108108108108
66,0.1111111111111111,0.25675675675675674
67,0.1111111111111111,0.37837837837837845
68,0.2222222222222222,0.527027027027027
69,0.1111111111111111,0.445945945945946
70,0.1111111111111111,0.4189189189189189
71,0.2222222222222222,0.39189189189189194
72,0.3333333333333333,0.5810810810810811
73,0.4444444444444444,0.47297297297297297
74,0.2222222222222222,0.40540540540540543
75,0.4444444444444444,0.4189189189189189
76,0.7777777777777777,0.445945945945946
77,0.2222222222222222,0.21621621621621617
78,0.1111111111111111,0.13513513513513514
79,0.2222222222222222,0.25675675675675674
80,0.2222222222222222,0.37837837837837845
81,0.1111111111111111,0.37837837837837845
82,0.1111111111111111,0.37837837837837845
83,0.1111111111111111,0.25675675675675674
84,0.2222222222222222,0.40540540540540543
85,0.2222222222222222,0.40540540540540543
86,0.3333333333333333,0.3378378378378379
87,0.5555555555555556,0.36486486486486486
88,0.7777777777777777,0.3378378378378379
89,0.1111111111111111,0.2027027027027027
90,0.2222222222222222,0.16216216216216223
91,0.2222222222222222,0.27027027027027034
92,0.3333333333333333,0.445945945945946
93,0.2222222222222222,0.4189189189189189
94,0.1111111111111111,0.37837837837837845
95,0.1111111111111111,0.2972972972972973
96,0.2222222222222222,0.36486486486486486
97,0.3333333333333333,0.39189189189189194
98,0.4444444444444444,0.35135135135135137
99,0.3333333333333333,0.3378378378378379
100,1.0,0.37837837837837845
101,0.2222222222222222,0.1756756756756757
102,0.2222222222222222,0.10810810810810811
103,0.2222222222222222,0.22972972972972977
104,0.3333333333333333,0.3378378378378379
105,0.2222222222222222,0.2837837837837838
106,0.1111111111111111,0.2837837837837838
107,0.2222222222222222,0.2837837837837838
108,0.3333333333333333,0.3108108108108108
109,0.4444444444444444,0.3108108108108108
110,0.2222222222222222,0.21621621621621617
111,0.4444444444444444,0.2837837837837838
112,0.7777777777777777,0.2837837837837838
113,0.1111111111111111,0.0675675675675676
114,0.2222222222222222,0.09459459459459457
115,0.3333333333333333,0.22972972972972977
116,0.3333333333333333,0.37837837837837845
117,0.1111111111111111,0.2837837837837838
118,0.1111111111111111,0.2837837837837838
119,0.2222222222222222,0.25675675675675674
120,0.2222222222222222,0.3378378378378379
121,0.3333333333333333,0.2972972972972973
122,0.3333333333333333,0.27027027027027034
123,0.4444444444444444,0.2837837837837838
124,1.0,0.3108108108108108
125,0.2222222222222222,0.09459459459459457
126,0.2222222222222222,0.08108108108108109
127,0.2222222222222222,0.22972972972972977
128,0.2222222222222222,0.37837837837837845
129,0.2222222222222222,0.2972972972972973
130,0.3333333333333333,0.25675675675675674
131,0.2222222222222222,0.22972972972972977
132,0.4444444444444444,0.35135135135135137
133,0.4444444444444444,0.35135135135135137
134,0.5555555555555556,0.3108108108108108
135,0.6666666666666666,0.3243243243243243
136,1.0,0.27027027027027034
137,0.2222222222222222,0.08108108108108109
138,0.3333333333333333,0.040540540540540515
139,0.2222222222222222,0.22972972972972977
140,0.2222222222222222,0.37837837837837845
141,0.3333333333333333,0.35135135135135137
142,0.2222222222222222,0.2972972972972973
143,0.2222222222222222,0.21621621621621617
144,0.3333333333333333,0.27027027027027034
145,0.3333333333333333,0.2972972972972973
146,0.4444444444444444,0.21621621621621617
147,0.5555555555555556,0.24324324324324326
148,0.7777777777777777,0.21621621621621617
149,0.1111111111111111,0.0
150,0.1111111111111111,0.013513513513513542
151,0.2222222222222222,0.13513513513513514
152,0.2222222222222222,0.27027027027027034
153,0.2222222222222222,0.2027027027027027
154,0.1111111111111111,0.16216216216216223
155,0.1111111111111111,0.14864864864864863
156,0.3333333333333333,0.27027027027027034
157,0.3333333333333333,0.2972972972972973
158,0.4444444444444444,0.2837837837837838
159,0.5555555555555556,0.22972972972972977
160,0.8888888888888888,0.24324324324324326
161,0.2222222222222222,0.040540540540540515
162,0.2222222222222222,0.0
163,0.2222222222222222,0.13513513513513514
164,0.2222222222222222,0.2837837837837838
165,0.2222222222222222,0.2837837837837838
166,0.3333333333333333,0.21621621621621617
167,0.3333333333333333,0.1891891891891892
168,0.3333333333333333,0.25675675675675674
169,0.3333333333333333,0.2837837837837838
170,0.3333333333333333,0.1756756756756757
171,0.5555555555555556,0.24324324324324326
172,0.7777777777777777,0.25675675675675674
173,0.1111111111111111,0.0
174,0.2222222222222222,0.0
175,0.2222222222222222,0.12162162162162166
176,0.2222222222222222,0.25675675675675674
177,0.2222222222222222,0.21621621621621617
178,0.2222222222222222,0.2027027027027027
179,0.2222222222222222,0.1756756756756757
180,0.3333333333333333,0.24324324324324326
181,0.3333333333333333,0.24324324324324326
182,0.3333333333333333,0.1756756756756757
183,0.5555555555555556,0.2027027027027027
184,1.0,0.22972972972972977
185,0.2222222222222222,0.02702702702702703
186,0.1111111111111111,0.0
187,0.3333333333333333,0.16216216216216223
188,0.2222222222222222,0.2837837837837838
189,0.2222222222222222,0.22972972972972977
190,0.2222222222222222,0.1891891891891892
191,0.1111111111111111,0.14864864864864863
192,0.3333333333333333,0.2027027027027027
193,0.3333333333333333,0.22972972972972977
194,0.5555555555555556,0.13513513513513514
